FECHA,COD_STA,COD_UBT,COD_SDS,VALOR,COSTO_RED
2020-07-19,I1,MAD,EUN,0.013937194304453566,0.01
2020-07-19,I2,MAD,EUN,0.00963165893867023,0.01
2020-07-19,I3,MAD,EUN,0.009485939477455343,0.01
2020-07-19,ND,MAD,EUN,0.002904659084703521,0.01
2020-07-19,RE,MAD,EUN,0.8343946282492443,0.01
2020-07-19,SU,MAD,EUN,0.09189817786451683,0.01
2020-07-19,ED,ALT,EUN,5.551454216189917E-4,0.01
2020-07-19,EX,ALT,EUN,6.756295495633775E-4,0.01
2020-07-19,I0,ALT,EUN,0.006848296078562481,0.01
2020-07-19,I1,ALT,EUN,0.0240749824254728,0.01
2020-07-19,I2,ALT,EUN,0.014963029080612108,0.01
2020-07-19,I3,ALT,EUN,0.012389746520813823,0.01
2020-07-19,ND,ALT,EUN,0.0038384485460783158,0.01
2020-07-19,RE,ALT,EUN,0.8129409247368834,0.01
2020-07-19,SU,ALT,EUN,0.094723293424594,0.01
2020-07-20,ED,TAM,EUN,5.429893439369427E-4,0.01
2020-07-20,EX,TAM,EUN,7.451840369982771E-4,0.01
2020-07-20,I0,TAM,EUN,0.007579153184486702,0.01
2020-07-20,I1,TAM,EUN,0.026320753968726993,0.01
2020-07-20,I2,TAM,EUN,0.016033220739367016,0.01
2020-07-20,I3,TAM,EUN,0.012878903589646464,0.01
2020-07-20,ND,TAM,EUN,6.740734366865857E-4,0.01
2020-07-20,RE,TAM,EUN,0.808231223733449,0.01
2020-07-20,SU,TAM,EUN,0.09538126870499682,0.01
2020-07-20,ED,MAD,EUN,6.277550654449903E-4,0.01
2020-07-20,EX,MAD,EUN,3.418183041033932E-4,0.01
2020-07-20,I0,MAD,EUN,0.0033803132313348374,0.01
2020-07-20,I1,MAD,EUN,0.012627221967896694,0.01
2020-07-20,I2,MAD,EUN,0.008870532470232173,0.01
2020-07-20,I3,MAD,EUN,0.00899597302283949,0.01
2020-07-20,ND,MAD,EUN,0.002936934490970199,0.01
2020-07-20,RE,MAD,EUN,0.8371935857961025,0.01
2020-07-20,SU,MAD,EUN,0.09155176465152022,0.01
2020-07-20,ED,ALT,EUN,5.675351681398056E-4,0.01
2020-07-20,EX,ALT,EUN,6.089829975356618E-4,0.01
2020-07-20,I0,ALT,EUN,0.006149255464063195,0.01
2020-07-20,I1,ALT,EUN,0.0218737061676124,0.01
2020-07-20,I2,ALT,EUN,0.013877527350540719,0.01
2020-07-20,I3,ALT,EUN,0.011863261436787587,0.01
2020-07-20,ND,ALT,EUN,0.003869667998666742,0.01
2020-07-20,RE,ALT,EUN,0.8174687236006265,0.01
2020-07-20,SU,ALT,EUN,0.09410957426238711,0.01
2020-07-21,ED,TAM,EUN,5.558682475265892E-4,0.01
2020-07-21,EX,TAM,EUN,6.713850596620039E-4,0.01
2020-07-21,I0,TAM,EUN,0.006802960862745331,0.01
2020-07-21,I1,TAM,EUN,0.02392985017631026,0.01
2020-07-21,I2,TAM,EUN,0.014891036173810336,0.01
2020-07-21,I3,TAM,EUN,0.012354461758221344,0.01
2020-07-21,ND,TAM,EUN,6.977529600427048E-4,0.01
2020-07-21,RE,TAM,EUN,0.8131257735409182,0.01
2020-07-21,SU,TAM,EUN,0.09470511458189956,0.01
2020-07-21,ED,MAD,EUN,6.367510384678298E-4,0.01
2020-07-21,EX,MAD,EUN,3.0885405184987445E-4,0.01
2020-07-21,I0,MAD,EUN,0.003043595489245896,0.01
2020-07-21,I1,MAD,EUN,0.011436537541643447,0.01
2020-07-21,I2,MAD,EUN,0.008161208493221297,0.01
2020-07-21,I3,MAD,EUN,0.00851876090834643,0.01
2020-07-21,ND,MAD,EUN,0.0029692959622154534,0.01
2020-07-21,RE,MAD,EUN,0.8397576840296203,0.01
2020-07-21,SU,MAD,EUN,0.09123833301143777,0.01
2020-07-21,ED,ALT,EUN,5.793984295765931E-4,0.01
2020-07-21,EX,ALT,EUN,5.491540321833008E-4,0.01
2020-07-21,I0,ALT,EUN,0.00552388791356861,0.01
2020-07-21,I1,ALT,EUN,0.019861260188255014,0.01
2020-07-21,I2,ALT,EUN,0.012852584279925562,0.01
2020-07-21,I3,ALT,EUN,0.011337736887117075,0.01
2020-07-21,ND,ALT,EUN,0.0039010229607866712,0.01
2020-07-21,RE,ALT,EUN,0.8216319512402804,0.01
2020-07-21,SU,ALT,EUN,0.0935557147514907,0.01
2020-07-22,ED,TAM,EUN,5.682227092848105E-4,0.01
2020-07-22,EX,TAM,EUN,6.051798074317861E-4,0.01
2020-07-22,I0,TAM,EUN,0.006108775973617236,0.01
2020-07-22,I1,TAM,EUN,0.02174115227453456,0.01
2020-07-22,I2,TAM,EUN,0.013809585282684054,0.01
2020-07-22,I3,TAM,EUN,0.011828077088208811,0.01
2020-07-22,ND,TAM,EUN,7.215758837069043E-4,0.01
2020-07-22,RE,TAM,EUN,0.8176294975760348,0.01
2020-07-22,SU,TAM,EUN,0.09409519951873868,0.01
2020-07-22,ED,MAD,EUN,6.452697993761762E-4,0.01
2020-07-22,EX,MAD,EUN,2.791501254866699E-4,0.01
2020-07-22,I0,MAD,EUN,0.002741503422156899,0.01
2020-07-22,I1,MAD,EUN,0.010355060540074859,0.01
2020-07-22,I2,MAD,EUN,0.00750136654712965,0.01
2020-07-22,I3,MAD,EUN,0.008055494361930673,0.01
2020-07-22,ND,MAD,EUN,0.0030017365025219412,0.01
2020-07-22,RE,MAD,EUN,0.8421052897130162,0.01
2020-07-22,SU,MAD,EUN,0.09095462096930053,0.01
2020-07-22,ED,ALT,EUN,5.907361664637102E-4,0.01
2020-07-22,EX,ALT,EUN,4.954085197306593E-4,0.01
2020-07-22,I0,ALT,EUN,0.004964222493833138,0.01
2020-07-22,I1,ALT,EUN,0.018023786576411027,0.01
2020-07-22,I2,ALT,EUN,0.011887462347099455,0.01
2020-07-22,I3,ALT,EUN,0.010815960419867824,0.01
2020-07-22,ND,ALT,EUN,0.0039325028695720455,0.01
2020-07-22,RE,ALT,EUN,0.8254571742622007,0.01
2020-07-22,SU,ALT,EUN,0.09305562844602246,0.01
2020-07-23,ED,TAM,EUN,5.800507863730194E-4,0.01
2020-07-23,EX,TAM,EUN,5.457437980759892E-4,0.01
2020-07-23,I0,TAM,EUN,0.005487730750247319,0.01
2020-07-23,I1,TAM,EUN,0.019740352707692907,0.01
2020-07-23,I2,TAM,EUN,0.012788641608527312,0.01
2020-07-23,I3,TAM,EUN,0.011302835798598402,0.01
2020-07-23,ND,TAM,EUN,7.455307572826483E-4,0.01
2020-07-23,RE,TAM,EUN,0.8217704218081561,0.01
2020-07-23,SU,TAM,EUN,0.09354475096068675,0.01
2020-07-23,ED,MAD,EUN,6.533252937381069E-4,0.01
2020-07-23,EX,MAD,EUN,2.523722325036455E-4,0.01
2020-07-23,I0,MAD,EUN,0.0024703468850984156,0.01
2020-07-23,I1,MAD,EUN,0.009373413624344825,0.01
2020-07-23,I2,MAD,EUN,0.006888600632736649,0.01
2020-07-23,I3,MAD,EUN,0.007607134996156763,0.01
2020-07-23,ND,MAD,EUN,0.0030342496253326213,0.01
2020-07-23,RE,MAD,EUN,0.8442534885888762,0.01
2020-07-23,SU,MAD,EUN,0.09069770100574842,0.01
2020-07-23,ED,ALT,EUN,6.015521268835781E-4,0.01
2020-07-23,EX,ALT,EUN,4.4709694914342197E-4,0.01
2020-07-23,I0,ALT,EUN,0.004463154156874852,0.01
2020-07-23,I1,ALT,EUN,0.016348006637587432,0.01
2020-07-23,I2,ALT,EUN,0.010980970683744868,0.01
2020-07-23,I3,ALT,EUN,0.010300405709975428,0.01
2020-07-23,ND,ALT,EUN,0.003964097874221518,0.01
2020-07-23,RE,ALT,EUN,0.8289694065512536,0.01
2020-07-23,SU,ALT,EUN,0.09260387871545674,0.01
2020-07-24,ED,TAM,EUN,5.913536221716178E-4,0.01
2020-07-24,EX,TAM,EUN,4.923485696571603E-4,0.01
2020-07-24,I0,TAM,EUN,0.004931912985529761,0.01
2020-07-24,I1,TAM,EUN,0.01791363296890203,0.01
2020-07-24,I2,TAM,EUN,0.011827437394620936,0.01
2020-07-24,I3,TAM,EUN,0.01078150470333127,0.01
2020-07-24,ND,TAM,EUN,7.696069514770359E-4,0.01
2020-07-24,RE,TAM,EUN,0.8255750081078936,0.01
2020-07-24,SU,TAM,EUN,0.09304772515348156,0.01
2020-07-24,ED,MAD,EUN,6.609324287342637E-4,0.01
2020-07-24,EX,MAD,EUN,2.2822214372893342E-4,0.01
2020-07-24,I0,MAD,EUN,0.0022268421696908427,0.01
2020-07-24,I1,MAD,EUN,0.008482902258294815,0.01
2020-07-24,I2,MAD,EUN,0.006320459048586158,0.01
2020-07-24,I3,MAD,EUN,0.007174433696669896,0.01
2020-07-24,ND,MAD,EUN,0.0030668293240309996,0.01
2020-07-24,RE,MAD,EUN,0.8462181503622375,0.01
2020-07-24,SU,MAD,EUN,0.0904649439769692,0.01
2020-07-24,ED,ALT,EUN,6.118525325935535E-4,0.01
2020-07-24,EX,ALT,EUN,4.0364386351879333E-4,0.01
2020-07-24,I0,ALT,EUN,0.0040143545520894925,0.01
2020-07-24,I1,ALT,EUN,0.014821287637547729,0.01
2020-07-24,I2,ALT,EUN,0.010131550308599177,0.01
2020-07-24,I3,ALT,EUN,0.009793242359702204,0.01
2020-07-24,ND,ALT,EUN,0.003995798804235308,0.01
2020-07-24,RE,ALT,EUN,0.8321921370748147,0.01
2020-07-24,SU,ALT,EUN,0.09219560465800217,0.01
2020-07-25,ED,TAM,EUN,6.021351268749491E-4,0.01
2020-07-25,EX,TAM,EUN,4.44349562362513E-4,0.01
2020-07-25,I0,TAM,EUN,0.0044342702412622885,0.01
2020-07-25,I1,TAM,EUN,0.016247758277614488,0.01
2020-07-25,I2,TAM,EUN,0.010924757253064268,0.01
2020-07-25,I3,TAM,EUN,0.010266537376938677,0.01
2020-07-25,ND,TAM,EUN,7.937946122759044E-4,0.01
2020-07-25,RE,TAM,EUN,0.8290681675954832,0.01
2020-07-25,SU,TAM,EUN,0.09259872320486137,0.01
2020-07-25,ED,MAD,EUN,6.681068624309337E-4,0.01
2020-07-25,EX,MAD,EUN,2.0643352881697053E-4,0.01
2020-07-25,I0,MAD,EUN,0.0020080664827720777,0.01
2020-07-25,I1,MAD,EUN,0.007675488507690513,0.01
2020-07-25,I2,MAD,EUN,0.00579447795992047,0.01
2020-07-25,I3,MAD,EUN,0.006757949518699751,0.01
2020-07-25,ND,MAD,EUN,0.003099470042891335,0.01
2020-07-25,RE,MAD,EUN,0.8480139946177736,0.01
2020-07-25,SU,MAD,EUN,0.09025398720095339,0.01
2020-07-25,ED,ALT,EUN,6.216457749532557E-4,0.01
2020-07-25,EX,ALT,EUN,3.645387190226926E-4,0.01
2020-07-25,I0,ALT,EUN,0.0036121901725912975,0.01
2020-07-25,I1,ALT,EUN,0.013431684974745351,0.01
2020-07-25,I2,ALT,EUN,0.009337350362060907,0.01
2020-07-25,I3,ALT,EUN,0.009296348777593114,0.01
2020-07-25,ND,ALT,EUN,0.004027597136125583,0.01
2020-07-25,RE,ALT,EUN,0.8351473697844425,0.01
2020-07-25,SU,ALT,EUN,0.09182645615874659,0.01
2020-07-26,ED,TAM,EUN,6.124016642518878E-4,0.01
2020-07-26,EX,TAM,EUN,4.011756487487791E-4,0.01
2020-07-26,I0,TAM,EUN,0.003988521167390932,0.01
2020-07-26,I1,TAM,EUN,0.014730142647744462,0.01
2020-07-26,I2,TAM,EUN,0.010079022796402461,0.01
2020-07-26,I3,TAM,EUN,0.009760084163778219,0.01
2020-07-26,ND,TAM,EUN,8.180846155100117E-4,0.01
2020-07-26,RE,TAM,EUN,0.8322732892541826,0.01
2020-07-26,SU,TAM,EUN,0.09219291761995235,0.01
2020-07-26,ED,MAD,EUN,6.748648119496334E-4,0.01
2020-07-26,EX,MAD,EUN,1.8676831386997718E-4,0.01
2020-07-26,I0,MAD,EUN,0.0018114173980960189,0.01
2020-07-26,I1,MAD,EUN,0.006943760735623709,0.01
2020-07-26,I2,MAD,EUN,0.0053082093238568115,0.01
2020-07-26,I3,MAD,EUN,0.006358068292354656,0.01
2020-07-26,ND,MAD,EUN,0.00313216664868369,0.01
2020-07-26,RE,MAD,EUN,0.8496546566900762,0.01
2020-07-26,SU,MAD,EUN,0.09006270618772336,0.01
2020-07-26,ED,ALT,EUN,6.309421237308488E-4,0.01
2020-07-26,EX,ALT,EUN,3.293279674276766E-4,0.01
2020-07-26,I0,ALT,EUN,0.0032516477911157856,0.01
2020-07-26,I1,ALT,EUN,0.012167964473601469,0.01
2020-07-26,I2,ALT,EUN,0.008596295590858075,0.01
2020-07-26,I3,ALT,EUN,0.008811327399573935,0.01
2020-07-26,ND,ALT,EUN,0.004059484959324647,0.01
2020-07-26,RE,ALT,EUN,0.8378556727279377,0.01
2020-07-26,SU,ALT,EUN,0.09149253686851098,0.01
2020-07-27,ED,TAM,EUN,6.22161748415666E-4,0.01
2020-07-27,EX,TAM,EUN,3.6232007722479477E-4,0.01
2020-07-27,I0,TAM,EUN,0.0035890741525390433,0.01
2020-07-27,I1,TAM,EUN,0.013348889705639176,0.01
2020-07-27,I2,TAM,EUN,0.009288368285556424,0.01
2020-07-27,I3,TAM,EUN,0.009264005216222428,0.01
2020-07-27,ND,TAM,EUN,8.424685222595337E-4,0.01
2020-07-27,RE,TAM,EUN,0.8352122804456388,0.01
2020-07-27,SU,TAM,EUN,0.09182598789684655,0.01
2020-07-27,ED,MAD,EUN,6.81222880241988E-4,0.01
2020-07-27,EX,MAD,EUN,1.690134899162639E-4,0.01
2020-07-27,I0,MAD,EUN,0.0016345768049823319,0.01
2020-07-27,I1,MAD,EUN,0.006280900617677174,0.01
2020-07-27,I2,MAD,EUN,0.0048592437793069125,0.01
2020-07-27,I3,MAD,EUN,0.005975020697090171,0.01
2020-07-27,ND,MAD,EUN,0.003164914403148945,0.01
2020-07-27,RE,MAD,EUN,0.8511527527073686,0.01
2020-07-27,SU,MAD,EUN,0.0898891895624977,0.01
2020-07-27,ED,ALT,EUN,6.397534511304228E-4,0.01
2020-07-27,EX,ALT,EUN,2.976081877268371E-4,0.01
2020-07-27,I0,ALT,EUN,0.0029282669458390006,0.01
2020-07-27,I1,ALT,EUN,0.011019608826268252,0.01
2020-07-27,I2,ALT,EUN,0.007906145485515367,0.01
2020-07-27,I3,ALT,EUN,0.008339521601334566,0.01
2020-07-27,ND,ALT,EUN,0.0040914549418746005,0.01
2020-07-27,RE,ALT,EUN,0.8403362339379423,0.01
2020-07-27,SU,ALT,EUN,0.09119035405394071,0.01
2020-07-28,ED,TAM,EUN,6.314257536318885E-4,0.01
2020-07-28,EX,TAM,EUN,3.273326269123219E-4,0.01
2020-07-28,I0,TAM,EUN,0.003230953247437098,0.01
2020-07-28,I1,TAM,EUN,0.01209281390460026,0.01
2020-07-28,I2,TAM,EUN,0.008550707553954793,0.01
2020-07-28,I3,TAM,EUN,0.008779885831130763,0.01
2020-07-28,ND,TAM,EUN,8.669385354455777E-4,0.01
2020-07-28,RE,TAM,EUN,0.8379056164708644,0.01
2020-07-28,SU,TAM,EUN,0.09149406397053939,0.01
2020-07-28,ED,MAD,EUN,6.871979009390782E-4,0.01
2020-07-28,EX,MAD,EUN,1.5297831141389083E-4,0.01
2020-07-28,I0,MAD,EUN,0.0014754789020936059,0.01
2020-07-28,I1,MAD,EUN,0.00568064861985789,0.01
2020-07-28,I2,MAD,EUN,0.004445229083777803,0.01
2020-07-28,I3,MAD,EUN,0.005608899618672485,0.01
2020-07-28,ND,MAD,EUN,0.0031977089365013435,0.01
2020-07-28,RE,MAD,EUN,0.8525199431994498,0.01
2020-07-28,SU,MAD,EUN,0.08973171679160567,0.01
2020-07-28,ED,ALT,EUN,6.480929727317574E-4,0.01
2020-07-28,EX,ALT,EUN,2.690201177999315E-4,0.01
2020-07-28,I0,ALT,EUN,0.0026380791100474236,0.01
2020-07-28,I1,ALT,EUN,0.00997681160573394,0.01
2020-07-28,I2,ALT,EUN,0.0072645455793261884,0.01
2020-07-28,I3,ALT,EUN,0.007882033735403065,0.01
2020-07-28,ND,ALT,EUN,0.004123500296362947,0.01
2020-07-28,RE,ALT,EUN,0.8426069220623521,0.01
2020-07-28,SU,ALT,EUN,0.09091677441843808,0.01
2020-07-29,ED,TAM,EUN,6.402056394630192E-4,0.01
2020-07-29,EX,TAM,EUN,2.958128011665129E-4,0.01
2020-07-29,I0,TAM,EUN,0.0029097311127297297,0.01
2020-07-29,I1,TAM,EUN,0.010951446122152802,0.01
2020-07-29,I2,TAM,EUN,0.00786379261805425,0.01
2020-07-29,I3,TAM,EUN,0.0083090534393785,0.01
2020-07-29,ND,TAM,EUN,8.914874578737326E-4,0.01
2020-07-29,RE,TAM,EUN,0.8403723967702043,0.01
2020-07-29,SU,TAM,EUN,0.09119367646617435,0.01
2020-07-29,ED,MAD,EUN,6.928068005577506E-4,0.01
2020-07-29,EX,MAD,EUN,1.384918327996828E-4,0.01
2020-07-29,I0,MAD,EUN,0.0013322818143799266,0.01
2020-07-29,I1,MAD,EUN,0.0051372688451425475,0.01
2020-07-29,I2,MAD,EUN,0.004063884645215088,0.01
2020-07-29,I3,MAD,EUN,0.005259676648344457,0.01
2020-07-29,ND,MAD,EUN,0.003230546222068939,0.01
2020-07-29,RE,MAD,EUN,0.8537669948040898,0.01
2020-07-29,SU,MAD,EUN,0.08958873837296641,0.01
2020-07-29,ED,ALT,EUN,6.559750064671605E-4,0.01
2020-07-29,EX,ALT,EUN,2.4324345905315603E-4,0.01
2020-07-29,I0,ALT,EUN,0.002377553104050031,0.01
2020-07-29,I1,ALT,EUN,0.00903046173142709,0.01
2020-07-29,I2,ALT,EUN,0.006669071484805877,0.01
2020-07-29,I3,ALT,EUN,0.007439743807198341,0.01
2020-07-29,ND,ALT,EUN,0.004155614746468179,0.01
2020-07-29,RE,ALT,EUN,0.8446843500503081,0.01
2020-07-29,SU,ALT,EUN,0.090668985120664,0.01
2020-07-30,ED,TAM,EUN,6.485146929023978E-4,0.01
2020-07-30,EX,TAM,EUN,2.674039122841171E-4,0.01
2020-07-30,I0,TAM,EUN,0.0026214686198043967,0.01
2020-07-30,I1,TAM,EUN,0.009915027025761363,0.01
2020-07-30,I2,TAM,EUN,0.007225264487726158,0.01
2020-07-30,I3,TAM,EUN,0.007852595687270331,0.01
2020-07-30,ND,TAM,EUN,9.161086519241627E-4,0.01
2020-07-30,RE,TAM,EUN,0.8426304057513163,0.01
2020-07-30,SU,TAM,EUN,0.09092171287006692,0.01
2020-07-30,ED,MAD,EUN,6.980664772060951E-4,0.01
2020-07-30,EX,MAD,EUN,1.254007386030477E-4,0.01
2020-07-30,I0,MAD,EUN,0.001203342443951639,0.01
2020-07-30,I1,MAD,EUN,0.004645513955619164,0.01
2020-07-30,I2,MAD,EUN,0.003713012658238156,0.01
2020-07-30,I3,MAD,EUN,0.004927217624033003,0.01
2020-07-30,ND,MAD,EUN,0.00326342255214388,0.01
2020-07-30,RE,MAD,EUN,0.8549038397259722,0.01
2020-07-30,SU,MAD,EUN,0.08945885819744472,0.01
2020-07-30,ED,ALT,EUN,6.634147502743589E-4,0.01
2020-07-30,EX,ALT,EUN,2.1999234573942203E-4,0.01
2020-07-30,I0,ALT,EUN,0.0021435462692902174,0.01
2020-07-30,I1,ALT,EUN,0.008172120789718768,0.01
2020-07-30,I2,ALT,EUN,0.006117266279995183,0.01
2020-07-30,I3,ALT,EUN,0.00701332838034668,0.01
2020-07-30,ND,ALT,EUN,0.004187792494395211,0.01
2020-07-30,RE,ALT,EUN,0.8465839405096293,0.01
2020-07-30,SU,ALT,EUN,0.09044445932566854,0.01
2020-07-31,ED,TAM,EUN,6.563672885896682E-4,0.01
2020-07-31,EX,TAM,EUN,2.417879316469791E-4,0.01
2020-07-31,I0,TAM,EUN,0.002362660660357046,0.01
2020-07-31,I1,TAM,EUN,0.008974491055292109,0.01
2020-07-31,I2,TAM,EUN,0.006632696755118203,0.01
2020-07-31,I3,TAM,EUN,0.007411379129233858,0.01
2020-07-31,ND,TAM,EUN,9.407960010238367E-4,0.01
2020-07-31,RE,TAM,EUN,0.8446961765795105,0.01
2020-07-31,SU,TAM,EUN,0.09067537885277645,0.01
2020-07-31,ED,MAD,EUN,7.029936948301281E-4,0.01
2020-07-31,EX,MAD,EUN,1.1356742899950976E-4,0.01
2020-07-31,I0,MAD,EUN,0.0010871941992931747,0.01
2020-07-31,I1,MAD,EUN,0.004200590711775444,0.01
2020-07-31,I2,MAD,EUN,0.0033905063126640433,0.01
2020-07-31,I3,MAD,EUN,0.004611297147706143,0.01
2020-07-31,ND,MAD,EUN,0.003296334515083476,0.01
2020-07-31,RE,MAD,EUN,0.8559396327017904,0.01
2020-07-31,SU,MAD,EUN,0.08934081782553534,0.01
2020-07-31,ED,ALT,EUN,6.704280786547056E-4,0.01
2020-07-31,EX,ALT,EUN,1.990113866846844E-4,0.01
2020-07-31,I0,ALT,EUN,0.0019332609126818713,0.01
2020-07-31,I1,ALT,EUN,0.007393995193427202,0.01
2020-07-31,I2,ALT,EUN,0.005606671869243093,0.01
2020-07-31,I3,ALT,EUN,0.006603279371677782,0.01
2020-07-31,ND,ALT,EUN,0.0042200281894104255,0.01
2020-07-31,RE,ALT,EUN,0.8483199916116467,0.01
2020-07-31,SU,ALT,EUN,0.09024092571601758,0.01
2020-08-01,ED,TAM,EUN,6.63778667718902E-4,0.01
2020-08-01,EX,TAM,EUN,2.1868099813646775E-4,0.01
2020-08-01,I0,TAM,EUN,0.0021301876838396715,0.01
2020-08-01,I1,TAM,EUN,0.008121443395904855,0.01
2020-08-01,I2,TAM,EUN,0.006083632575317725,0.01
2020-08-01,I3,TAM,EUN,0.006986068126800017,0.01
2020-08-01,ND,TAM,EUN,9.655438729876839E-4,0.01
2020-08-01,RE,TAM,EUN,0.8465850565640057,0.01
2020-08-01,SU,TAM,EUN,0.09045216408569735,0.01
2020-08-01,ED,MAD,EUN,7.076049919778342E-4,0.01
2020-08-01,EX,MAD,EUN,1.0286832806818313E-4,0.01
2020-08-01,I0,MAD,EUN,9.825272804833472E-4,0.01
2020-08-01,I1,MAD,EUN,0.0037981265339574236,0.01
2020-08-01,I2,MAD,EUN,0.0030943554998217175,0.01
2020-08-01,I3,MAD,EUN,0.004311612041856881,0.01
2020-08-01,ND,MAD,EUN,0.0033292789736781864,0.01
2020-08-01,RE,MAD,EUN,0.8568828053070889,0.01
2020-08-01,SU,MAD,EUN,0.08923348245657588,0.01
2020-08-01,ED,ALT,EUN,6.770313580263834E-4,0.01
2020-08-01,EX,ALT,EUN,1.8007220076783712E-4,0.01
2020-08-01,I0,ALT,EUN,0.0017442055356745605,0.01
2020-08-01,I1,ALT,EUN,0.006688904802658932,0.01
2020-08-01,I2,ALT,EUN,0.0051348549369480126,0.01
2020-08-01,I3,ALT,EUN,0.00620992246001713,0.01
2020-08-01,ND,ALT,EUN,0.004252316897628079,0.01
2020-08-01,RE,ALT,EUN,0.8499057426418983,0.01
2020-08-01,SU,ALT,EUN,0.09005634146896394,0.01
2020-08-02,ED,TAM,EUN,6.707647358457021E-4,0.01
2020-08-02,EX,TAM,EUN,1.978294935024674E-4,0.01
2020-08-02,I0,TAM,EUN,0.0019212724712932003,0.01
2020-08-02,I1,TAM,EUN,0.007348131900645924,0.01
2020-08-02,I2,TAM,EUN,0.005575615663123859,0.01
2020-08-02,I3,TAM,EUN,0.006577143618581395,0.01
2020-08-02,ND,TAM,EUN,9.90347085275434E-4,0.01
2020-08-02,RE,TAM,EUN,0.8483112730311919,0.01
2020-08-02,SU,TAM,EUN,0.0902498119839906,0.01
2020-08-02,ED,MAD,EUN,7.119166040196911E-4,0.01
2020-08-02,EX,MAD,EUN,9.31923865917174E-5,0.01
2020-08-02,I0,MAD,EUN,8.881712300545072E-4,0.01
2020-08-02,I1,MAD,EUN,0.0034341373792859072,0.01
2020-08-02,I2,MAD,EUN,0.002822650400106505,0.01
2020-08-02,I3,MAD,EUN,0.00402779373205437,0.01
2020-08-02,ND,MAD,EUN,0.00336225304478307,0.01
2020-08-02,RE,MAD,EUN,0.857741117507417,0.01
2020-08-02,SU,MAD,EUN,0.08913582839586133,0.01
2020-08-02,ED,ALT,EUN,6.832412804864005E-4,0.01
2020-08-02,EX,ALT,EUN,1.6297037906409188E-4,0.01
2020-08-02,I0,ALT,EUN,0.0015741603813545528,0.01
2020-08-02,I1,ALT,EUN,0.00605024931930429,0.01
2020-08-02,I2,ALT,EUN,0.004699428092957283,0.01
2020-08-02,I3,ALT,EUN,0.0058334348899297585,0.01
2020-08-02,ND,ALT,EUN,0.004284654073152091,0.01
2020-08-02,RE,ALT,EUN,0.851353438484286,0.01
2020-08-02,SU,ALT,EUN,0.08988886827282638,0.01
2020-08-03,ED,TAM,EUN,6.773418794642834E-4,0.01
2020-08-03,EX,TAM,EUN,1.7900660684610099E-4,0.01
2020-08-03,I0,TAM,EUN,0.001733441661411691,0.01
2020-08-03,I1,TAM,EUN,0.006647415563800675,0.01
2020-08-03,I2,TAM,EUN,0.00510621592313611,0.01
2020-08-03,I3,TAM,EUN,0.006184921489215669,0.01
2020-08-03,ND,TAM,EUN,0.0010152008721784082,0.01
2020-08-03,RE,TAM,EUN,0.8498879987961939,0.01
2020-08-03,SU,TAM,EUN,0.0900662928865453,0.01
2020-08-03,ED,MAD,EUN,7.159443977517454E-4,0.01
2020-08-03,EX,MAD,EUN,8.443975512446077E-5,0.01
2020-08-03,I0,MAD,EUN,8.030794892474784E-4,0.01
2020-08-03,I1,MAD,EUN,0.0031049971366829913,0.01
2020-08-03,I2,MAD,EUN,0.002573583294460027,0.01
2020-08-03,I3,MAD,EUN,0.003759419562067338,0.01
2020-08-03,ND,MAD,EUN,0.003395254080193957,0.01
2020-08-03,RE,MAD,EUN,0.858521706410574,0.01
2020-08-03,SU,MAD,EUN,0.08904693184931708,0.01
2020-08-03,ED,ALT,EUN,6.890747153763302E-4,0.01
2020-08-03,EX,ALT,EUN,1.475228163649055E-4,0.01
2020-08-03,I0,ALT,EUN,0.0014211468594784503,0.01
2020-08-03,I1,ALT,EUN,0.005471973504101247,0.01
2020-08-03,I2,ALT,EUN,0.004298066778853215,0.01
2020-08-03,I3,ALT,EUN,0.005473862501963099,0.01
2020-08-03,ND,ALT,EUN,0.004317035530638342,0.01
2020-08-03,RE,ALT,EUN,0.8526743924860792,0.01
2020-08-03,SU,ALT,EUN,0.08973685101304783,0.01
2020-08-04,ED,TAM,EUN,6.835268009534991E-4,0.01
2020-08-04,EX,TAM,EUN,1.6200932181288956E-4,0.01
2020-08-04,I0,TAM,EUN,0.0015644915640280793,0.01
2020-08-04,I1,TAM,EUN,0.0060127308392559425,0.01
2020-08-04,I2,TAM,EUN,0.004673050309911124,0.01
2020-08-04,I3,TAM,EUN,0.0058095703218341,0.01
2020-08-04,ND,TAM,EUN,0.0010401008539244944,0.01
2020-08-04,RE,TAM,EUN,0.8513274165311743,0.01
2020-08-04,SU,TAM,EUN,0.08989978025008809,0.01
2020-08-04,ED,MAD,EUN,7.197038173138128E-4,0.01
2020-08-04,EX,MAD,EUN,7.652060636264527E-5,0.01
2020-08-04,I0,MAD,EUN,7.263157273839697E-4,0.01
2020-08-04,I1,MAD,EUN,0.0028074086698579174,0.01
2020-08-04,I2,MAD,EUN,0.002345448903652042,0.01
2020-08-04,I3,MAD,EUN,0.003506023063731809,0.01
2020-08-04,ND,MAD,EUN,0.0034282796487379117,0.01
2020-08-04,RE,MAD,EUN,0.8592311322201067,0.01
2020-08-04,SU,MAD,EUN,0.08896595889636197,0.01
2020-08-04,ED,ALT,EUN,6.945485778782933E-4,0.01
2020-08-04,EX,ALT,EUN,1.3356536309467888E-4,0.01
